,objectid,plant_code,plant_name,utility_id,utility_name,sector_name,street_address,city,county,state,zip,primsource,source_desc,tech_desc,install_mw,total_mw,bat_mw,bio_mw,coal_mw,geo_mw,hydro_mw,hydrops_mw,ng_mw,nuclear_mw,crude_mw,solar_mw,wind_mw,other_mw,source,period,longitude,latitude
7619,19189,60666,Baltimore City F,61419,"Luminace Solar MC, LLC",IPP Non-CHP,800 Chelsea Road,Perryman,Harford,Maryland,21130.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.22,39.436
7620,19190,60667,Baltimore City G,61419,"Luminace Solar MC, LLC",IPP Non-CHP,800 Chelsea Road,Perryman,Harford,Maryland,21130.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.22,39.436
7621,19191,60668,City of Havre De Grace C,61419,"Luminace Solar MC, LLC",IPP Non-CHP,800 Chelsea Road,Perryman,Harford,Maryland,21130.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.22,39.436
7622,19192,60669,Sod Run WTP A,61419,"Luminace Solar MC, LLC",IPP Non-CHP,800 Chelsea Road,Perryman,Harford,Maryland,21130.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.22,39.436
7623,19193,60672,Osborn Wind Energy,60397,Osborn Wind Energy LLC,IPP Non-CHP,4842 SW State Road N,Stewartsville,DeKalb,Missouri,64490.0,wind,Wind = 195.8 MW,Onshore Wind Turbine,200.9,195.8,,,,,,,,,,,195.8,,"EIA-860, EIA-860M and EIA-923",202305,-94.473482,39.747699
7624,19194,60673,"Nixa Solar, LLC",60398,"Nixa Solar, LLC",IPP Non-CHP,1565 Mt Vernon St,Nixa,Christian,Missouri,65741.0,solar,Solar = 7.9 MW,Solar Photovoltaic,7.9,7.9,,,,,,,,,,7.9,,,"EIA-860, EIA-860M and EIA-923",202305,-93.338969,37.043903
7625,19195,60677,Tannery Road Landfill,60401,"Tannery Road Solar, LLC",Commercial Non-CHP,7776 Tannery Road,Rome,Oneida,New York,13440.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-75.534588,43.239004
7626,19196,60678,San Joaquin Solar,60399,"GASNA 6P, LLC",IPP Non-CHP,SE Corner of W. Kamm Ave & S.,Helm,Fresno,California,93627.0,solar,Solar = 20 MW,Solar Photovoltaic,21.3,20.0,,,,,,,,,,20.0,,,"EIA-860, EIA-860M and EIA-923",202305,-120.149,36.527
7627,19197,60679,Fort Rucker Solar Array,195,Alabama Power Co,Electric Utility,300 Harris Hill Road,Fort Rucker,Dale,Alabama,36362.0,solar,Solar = 10.6 MW,Solar Photovoltaic,10.6,10.6,,,,,,,,,,10.6,,,"EIA-860, EIA-860M and EIA-923",202305,-85.73019,31.331148
7628,19198,60680,ANAD Solar Array,195,Alabama Power Co,Electric Utility,7 Frankford Avenue,Anniston Army Depot,Calhoun,Alabama,36201.0,solar,Solar = 7.4 MW,Solar Photovoltaic,7.4,7.4,,,,,,,,,,7.4,,,"EIA-860, EIA-860M and EIA-923",202305,-85.969481,33.626728
7629,19199,60681,"Annapolis Solar Park, LLC",61827,"Annapolis Solar Park, LLC",IPP Non-CHP,470 Defense Highway,Annapolis,Anne Arundel,Maryland,21401.0,solar,Solar = 12 MW,Solar Photovoltaic,12.0,12.0,,,,,,,,,,12.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.573773,38.992144
7630,19200,60682,Pearl Solar,59359,"BHE Renewables, LLC",IPP Non-CHP,1401 Nevill Cutoff Road,Fort Stockton,Pecos,Texas,79735.0,solar,Solar = 50 MW,Solar Photovoltaic,50.0,50.0,,,,,,,,,,50.0,,,"EIA-860, EIA-860M and EIA-923",202305,-102.26831,30.98784
7631,19201,60683,TRS Fuel Cell,60403,"TRS Fuel Cell, LLC",IPP CHP,64 Triangle Street,Danbury,Fairfield,Connecticut,6810.0,natural gas,Natural Gas = 3.7 MW,Other Natural Gas,3.7,3.7,,,,,,,3.7,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-73.4354,41.3907
7632,19202,60684,Amphitheater High School Solar,60404,"Luminace Solar Arizona 2, LLC",IPP Non-CHP,125 West Yavapai Road,Tucson,Pima,Arizona,85705.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-110.975,32.269
7633,19203,60685,Canyon Del Oro High School Solar,60404,"Luminace Solar Arizona 2, LLC",IPP Non-CHP,25 West Calle Concordia,Oro Valley,Pima,Arizona,85704.0,solar,Solar = 1.5 MW,Solar Photovoltaic,4.4,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-110.974,32.374
7634,19204,60686,Pierre Solar,60408,Pierre Solar,IPP Non-CHP,1744 North Airport Road,Pierre,Hughes,South Dakota,57501.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-100.307043,44.388753
7635,19205,60687,"Cimarron Bend Wind Project I, LLC",60406,"Cimarron Bend Wind Project I, LLC",IPP Non-CHP,742 County Road H,Minneola,Clark,Kansas,67831.0,wind,Wind = 200 MW,Onshore Wind Turbine,200.0,200.0,,,,,,,,,,,200.0,,"EIA-860, EIA-860M and EIA-923",202305,-99.991,37.355
7636,19206,60688,"Cimarron Bend Wind Project II, LLC",60407,"Cimarron Bend Wind Project II, LLC",IPP Non-CHP,742 County Road H,Minneola,Clark,Kansas,67831.0,wind,Wind = 200 MW,Onshore Wind Turbine,200.0,200.0,,,,,,,,,,,200.0,,"EIA-860, EIA-860M and EIA-923",202305,-99.991,37.355
7637,19207,60689,Western Plains Wind Farm,22500,"Evergy Kansas Central, Inc",Electric Utility,10400 130 Road,Spearville,Ford,Kansas,67863.0,wind,Wind = 280.6 MW,Onshore Wind Turbine,280.6,280.6,,,,,,,,,,,280.6,,"EIA-860, EIA-860M and EIA-923",202305,-99.67981,37.854801
7638,19208,60690,"Blue Summit Storage, LLC",60409,"Blue Summit Storage, LLC",IPP Non-CHP,17301 CR 97N,Vernon,Wilbarger,Texas,76384.0,batteries,Battery = 30 MW,Batteries,30.0,30.0,30.0,,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-99.399,34.299
7639,19209,60691,Tanager Holdings,56215,"RWE Renewables Americas, LLC",IPP Non-CHP,Interseection of Ward Valley R,Asheboro,Randolph,North Carolina,27203.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-79.784627,35.7527
7640,19210,60694,WakeSun LLC,60970,SunShare Management,IPP Non-CHP,14452 Greystone Road,Cold Spring,Stearns,Minnesota,56320.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-94.406417,45.472889
7641,19211,60695,BentonSun LLC,60970,SunShare Management,IPP Non-CHP,13185 Hwy 212,Norwood Young America,Carver,Minnesota,55368.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-93.857944,44.766167
7642,19212,60696,Four Peaks Camino Real,59370,"ENERGYneering Solutions, Inc",IPP Non-CHP,1000 Camino Real Blvd,Sunland Park,Dona Ana,New Mexico,88063.0,biomass,Biomass = 3.2 MW,Landfill Gas,3.2,3.2,,3.2,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-106.59326,31.811078
7643,19213,60698,Stanton Energy Reliability Center Hybrid,20323,"Wellhead Services, Inc",IPP Non-CHP,10711 Dale Avenue,Stanton,Orange,California,90680.0,natural gas,"Battery = 20 MW, Natural Gas = 141 MW",Batteries; Natural Gas Fired Combustion Turbine;,161.0,161.0,20.0,,,,,,141.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-117.985758,33.806801
7644,19214,60699,DESI-1 Battery Energy Storage Facility,17609,Southern California Edison Co,Electric Utility,743 North Eckhoff Street,Orange,Orange,California,92868.0,batteries,Battery = 2.4 MW,Batteries,2.4,2.4,2.4,,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-117.873371,33.799248
7645,19215,60700,Wind Colebrook South,60430,Wind Colebrook South,IPP Non-CHP,29 Flagg Hill Road,Colebrook,Litchfield,Connecticut,6021.0,wind,Wind = 5 MW,Onshore Wind Turbine,5.0,5.0,,,,,,,,,,,5.0,,"EIA-860, EIA-860M and EIA-923",202305,-73.140779,41.961067
7646,19216,60701,JED Solid Waste Mgmt Renewable Energy,64784,Sims Metals,IPP Non-CHP,1401 Omni Way,St. Cloud,Osceola,Florida,34773.0,biomass,Biomass = 8.4 MW,Landfill Gas,9.6,8.4,,8.4,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-81.097236,28.063777
7647,19217,60702,Rincon Solar I,61012,AES Distributed Energy,IPP Non-CHP,3100 McCall Road,Rincon,Effingham,Georgia,31312.0,solar,Solar = 18.3 MW,Solar Photovoltaic,18.4,18.3,,,,,,,,,,18.3,,,"EIA-860, EIA-860M and EIA-923",202305,-81.284401,32.292879
7648,19218,60703,"Green City Recovery, LLC",60428,"Green City Recovery, LLC",IPP Non-CHP,493 Double Culvert Road,Georgetown,Scott,Kentucky,40324.0,biomass,Biomass = 2 MW,Landfill Gas,2.0,2.0,,2.0,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-84.548889,38.345278
7649,19219,60704,Trenton Solar Farm (MO),58822,MC Power Companies Inc,IPP Non-CHP,320 NW 10th Street,Trenton,Grundy,Missouri,64683.0,solar,Solar = 2.8 MW,Solar Photovoltaic,2.8,2.8,,,,,,,,,,2.8,,,"EIA-860, EIA-860M and EIA-923",202305,-93.6122,40.1155
7650,19220,60705,Rolla Solar Farm (MO),58822,MC Power Companies Inc,IPP Non-CHP,2031 Brewer Drive,Rolla,Phelps,Missouri,65401.0,solar,Solar = 2.8 MW,Solar Photovoltaic,2.8,2.8,,,,,,,,,,2.8,,,"EIA-860, EIA-860M and EIA-923",202305,-91.7169,37.9853
7651,19221,60706,Waynesville Solar Farm (MO),58822,MC Power Companies Inc,IPP Non-CHP,24702 Royal Oak Lane,Waynesville,Pulaski,Missouri,65583.0,solar,Solar = 2.8 MW,Solar Photovoltaic,2.8,2.8,,,,,,,,,,2.8,,,"EIA-860, EIA-860M and EIA-923",202305,-92.2535,37.8041
7652,19222,60707,Marshall Solar Farm (MO),58822,MC Power Companies Inc,IPP Non-CHP,941 West Fairground Road,Marshall,Saline,Missouri,65340.0,solar,Solar = 2.8 MW,Solar Photovoltaic,2.8,2.8,,,,,,,,,,2.8,,,"EIA-860, EIA-860M and EIA-923",202305,-93.2104,39.0948
7653,19223,60708,Havre de Grace II - E at Perryman,61419,"Luminace Solar MC, LLC",IPP Non-CHP,800 Chelsea Road,Perryman,Harford,Maryland,21130.0,solar,Solar = 1.4 MW,Solar Photovoltaic,1.4,1.4,,,,,,,,,,1.4,,,"EIA-860, EIA-860M and EIA-923",202305,-76.22,39.436
7654,19224,60709,IFF Hazlet,61944,MN8 Energy LLC,IPP Non-CHP,650 Route 36,Hazlet,Monmouth,New Jersey,7730.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-74.160147,40.43819
7655,19225,60710,Stone Hill Solar CSG,61944,MN8 Energy LLC,IPP Non-CHP,405 Washington Street,North Easton,Bristol,Massachusetts,2356.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.089157,42.059104
7656,19226,60711,Chisago Community Solar,60434,Chisago Community Solar,IPP Non-CHP,1152 Furuby Rd,Taylor Falls,Chisago,Minnesota,55084.0,solar,Solar = 3.6 MW,Solar Photovoltaic,4.0,3.6,,,,,,,,,,3.6,,,"EIA-860, EIA-860M and EIA-923",202305,-92.682957,45.413357
7657,19227,60712,Ursa Community Solar,60435,Ursa Community Solar,IPP Non-CHP,1650 190th St,Farmington,Dakota,Minnesota,55024.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-93.082555,44.671581
7658,19228,60713,Sunrise Community Solar,60436,Sunrise Community Solar,IPP Non-CHP,36320 Kost Trail,North Branch,Chisago,Minnesota,55056.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-92.891092,45.474994
7659,19229,60714,Rosemount Community Solar,60437,Rosemount Community Solar,IPP Non-CHP,2505 160th St. E,Rosemount,Dakota,Minnesota,55068.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-93.022909,44.72241
7660,19230,60715,Paynesville Community Solar,60438,Paynesville Community Solar,IPP Non-CHP,18982 293rd Ave,Paynesville,Stearns,Minnesota,56362.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-94.715472,45.402543
7661,19231,60716,Orion Community Solar,60439,Orion Community Solar,IPP Non-CHP,14008 Fruit Farm Rd,St. Joseph,Stearns,Minnesota,56374.0,solar,Solar = 2.7 MW,Solar Photovoltaic,3.0,2.7,,,,,,,,,,2.7,,,"EIA-860, EIA-860M and EIA-923",202305,-94.401439,45.587899
7662,19232,60717,Northfield Community Solar,60440,Northfield Community Solar,IPP Non-CHP,2300 North Ave,Northfield,Dakota,Minnesota,55057.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-93.198308,44.475433
7663,19233,60720,Weld 1 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,15990 CR 29,Platteville,Weld,Colorado,80651.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-104.791865,40.232146
7664,19234,60721,Green Cow Power,60441,Green Cow Power LLC,Industrial Non-CHP,24130 County Rd. 40,Goshen,Elkhart,Indiana,46526.0,biomass,Biomass = 4.3 MW,Other Waste Biomass,4.3,4.3,,4.3,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-85.927204,41.536735
7665,19235,60722,Logan 1 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,12010 Highway 61,Sterling,Logan,Colorado,80751.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-103.145084,40.609968
7666,19236,60723,Conejos 1 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,13727 US 285,La Jara,Conejos,Colorado,81140.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-105.982424,37.195886
7667,19237,60724,Arapahoe 3 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,28102 East Quincy Avenue,Aurora,Arapahoe,Colorado,80138.0,solar,Solar = 1.8 MW,Solar Photovoltaic,1.8,1.8,,,,,,,,,,1.8,,,"EIA-860, EIA-860M and EIA-923",202305,-104.674249,39.638358
7668,19238,60725,Xcel Adams 2 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,5260 Imboden Rd,Watkins,Adams,Colorado,80137.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-104.583391,39.784937
7669,19239,60726,Xcel Adams 1 Community Solar Array,61944,MN8 Energy LLC,IPP Non-CHP,33850 E. 38th Avenue,Watkins,Adams,Colorado,80137.0,solar,Solar = 1.8 MW,Solar Photovoltaic,1.8,1.8,,,,,,,,,,1.8,,,"EIA-860, EIA-860M and EIA-923",202305,-104.588631,39.765479
7670,19240,60727,East Orange Solar,61944,MN8 Energy LLC,IPP Non-CHP,300 Parsonage Hill Road,Millburn Township,Essex,New Jersey,7078.0,solar,Solar = 4.5 MW,Solar Photovoltaic,4.5,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-74.335762,40.747582
7671,19241,60728,Howell Solar,61944,MN8 Energy LLC,IPP Non-CHP,8209 Lakewood Farmingdale Road,Howell,Monmouth,New Jersey,7731.0,solar,Solar = 7 MW,Solar Photovoltaic,7.0,7.0,,,,,,,,,,7.0,,,"EIA-860, EIA-860M and EIA-923",202305,-74.167516,40.147009
7672,19242,60729,Raritan Solar,61944,MN8 Energy LLC,IPP Non-CHP,100 Highway 202,Ringoes,Hunterdon,New Jersey,8551.0,solar,Solar = 7.5 MW,Solar Photovoltaic,7.5,7.5,,,,,,,,,,7.5,,,"EIA-860, EIA-860M and EIA-923",202305,-74.857879,40.464221
7673,19243,60730,Bridgewater Solar CSG,61944,MN8 Energy LLC,IPP Non-CHP,865 Bedford Street,Bridgewater,Plymouth,Massachusetts,2324.0,solar,Solar = 3 MW,Solar Photovoltaic,2.3,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-70.971931,41.964116
7674,19244,60731,Holliston Solar CSG,61944,MN8 Energy LLC,IPP Non-CHP,58B Hopping Brook Road,Holliston,Middlesex,Massachusetts,1746.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.468223,42.169641
7675,19245,60732,Frankford Solar,61944,MN8 Energy LLC,IPP Non-CHP,252 Meyer Road,Branchville,Sussex,New Jersey,7826.0,solar,Solar = 8.2 MW,Solar Photovoltaic,8.2,8.2,,,,,,,,,,8.2,,,"EIA-860, EIA-860M and EIA-923",202305,-74.701645,41.166566
7676,19246,60733,Brickyard Solar,61944,MN8 Energy LLC,IPP Non-CHP,100 Birdsall Road,Farmingdale,Monmouth,New Jersey,7727.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-74.154483,40.189425
7677,19247,60734,Bordentown Solar,61944,MN8 Energy LLC,IPP Non-CHP,46 Gilbert Road,Burlington,Burlington,New Jersey,8505.0,solar,Solar = 6.8 MW,Solar Photovoltaic,6.8,6.8,,,,,,,,,,6.8,,,"EIA-860, EIA-860M and EIA-923",202305,-74.7766,40.0389
7678,19248,60735,Longview Solar,61944,MN8 Energy LLC,IPP Non-CHP,7340 Levin Dashiell Road,Hebron,Wicomico,Maryland,21830.0,solar,Solar = 13.6 MW,Solar Photovoltaic,13.6,13.6,,,,,,,,,,13.6,,,"EIA-860, EIA-860M and EIA-923",202305,-75.672715,38.394728
7679,19249,60736,Wilmington Solar,61944,MN8 Energy LLC,IPP Non-CHP,1 Burlington Ave,Wilmington,Middlesex,Massachusetts,1887.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.175281,42.546281
7680,19250,60737,Church Hill,61944,MN8 Energy LLC,IPP Non-CHP,630 Cedar Lane,Church Hill,Queen Annes,Maryland,21623.0,solar,Solar = 6 MW,Solar Photovoltaic,6.0,6.0,,,,,,,,,,6.0,,,"EIA-860, EIA-860M and EIA-923",202305,-75.959681,39.100947
7681,19251,60738,Fall River Solar CSG,61944,MN8 Energy LLC,IPP Non-CHP,81 Commerce Drive,Fall River,Bristol,Massachusetts,2720.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.114536,41.751347
7682,19252,60739,DSM Solar,61944,MN8 Energy LLC,IPP Non-CHP,206 Macks Island Drive,Columbia,Warren,New Jersey,7832.0,solar,Solar = 4.5 MW,Solar Photovoltaic,4.5,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-75.065155,40.843699
7683,19253,60740,Pittsgrove Solar,61944,MN8 Energy LLC,IPP Non-CHP,331 Husted Station Road,Elmer,Salem,New Jersey,8318.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-75.179342,39.539042
7684,19254,60741,Old Midville Solar,58871,Citizens Enterprises Corporation,IPP Non-CHP,359 Old Louisville Road,Millen,Jenkins,Georgia,30442.0,solar,Solar = 19.7 MW,Solar Photovoltaic,19.7,19.7,,,,,,,,,,19.7,,,"EIA-860, EIA-860M and EIA-923",202305,-81.98176,32.820676
7685,19255,60742,Argonne National Laboratory CHP,60444,Argonne National Laboratory,IPP CHP,9700 S. Cass Ave.,Lemont,DuPage,Illinois,60439.0,natural gas,Natural Gas = 4.7 MW,Natural Gas Fired Combustion Turbine,6.3,4.7,,,,,,,4.7,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-87.970608,41.716534
7686,19256,60743,"Rattlesnake Power, LLC",60443,"Rattlesnake Power, LLC",IPP Non-CHP,CR 128 and US Hwy 87,Brady,McCulloch,Texas,76858.0,wind,Wind = 160 MW,Onshore Wind Turbine,160.0,160.0,,,,,,,,,,,160.0,,"EIA-860, EIA-860M and EIA-923",202305,-99.551356,31.360331
7687,19257,60744,SEPV Imperial Dixieland West,61012,AES Distributed Energy,IPP Non-CHP,2826 West Evan Hewes Hwy,Imperial,Imperial,California,92251.0,solar,Solar = 2.9 MW,Solar Photovoltaic,3.0,2.9,,,,,,,,,,2.9,,,"EIA-860, EIA-860M and EIA-923",202305,-115.779317,32.79411
7688,19258,60745,SEPV Imperial Dixieland East,61012,AES Distributed Energy,IPP Non-CHP,1980 Brown Road,Imperial,Imperial,California,92251.0,solar,Solar = 1.9 MW,Solar Photovoltaic,2.0,1.9,,,,,,,,,,1.9,,,"EIA-860, EIA-860M and EIA-923",202305,-115.773448,32.792038
7689,19259,60746,Silvi Gibraltar Rock,63069,CVI CleanCapital Solar 5 LLC,IPP Non-CHP,484 County Highway 601,Belle Mead,Somerset,New Jersey,8502.0,solar,Solar = 3 MW,Solar Photovoltaic,2.5,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-74.717077,40.450916
7690,19260,60747,Seabrook Village,63069,CVI CleanCapital Solar 5 LLC,IPP Non-CHP,3000 Essex Road,Tinton Falls,Monmouth,New Jersey,7724.0,solar,Solar = 3.1 MW,Solar Photovoltaic,3.1,3.1,,,,,,,,,,3.1,,,"EIA-860, EIA-860M and EIA-923",202305,-74.087225,40.234177
7691,19261,60748,Simcoe Solar,60448,Simcoe Solar,IPP Non-CHP,16725 Simco Road,Mountain Home,Elmore,Idaho,83647.0,solar,Solar = 20 MW,Solar Photovoltaic,20.0,20.0,,,,,,,,,,20.0,,,"EIA-860, EIA-860M and EIA-923",202305,-115.955371,43.288439
7692,19262,60750,Osawatomie Power Plant South Sub,14203,City of Osawatomie - (KS),Electric Utility,700 Walnut Ave,Osawatomie,Miami,Kansas,66064.0,petroleum,Petroleum = 6 MW,Petroleum Liquids,6.0,6.0,,,,,,,,,6.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-94.95255,38.495623
7693,19263,60751,Osawatomie Power Plant North Sub,14203,City of Osawatomie - (KS),Electric Utility,820 Lincoln Ave,Osawatomie,Miami,Kansas,66064.0,petroleum,Petroleum = 6 MW,Petroleum Liquids,6.0,6.0,,,,,,,,,6.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-94.956918,38.501309
7694,19264,60752,Gloucester Community College Solar,61944,MN8 Energy LLC,IPP Non-CHP,1400 Tanyard Road,Sewell,Gloucester,New Jersey,8080.0,solar,Solar = 2.3 MW,Solar Photovoltaic,2.3,2.3,,,,,,,,,,2.3,,,"EIA-860, EIA-860M and EIA-923",202305,-75.122887,39.780789
7695,19265,60753,Shirley Landfill,60281,"Altus Power America Management, LLC",IPP Non-CHP,169 Leominster Road,Shirley,Middlesex,Massachusetts,1464.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.67636,42.54171
7696,19266,60754,DDR Shoppers World,60281,"Altus Power America Management, LLC",IPP Non-CHP,1 Worcester Road,Framingham,Middlesex,Massachusetts,1701.0,solar,Solar = 1.3 MW,Solar Photovoltaic,1.3,1.3,,,,,,,,,,1.3,,,"EIA-860, EIA-860M and EIA-923",202305,-71.396228,42.300745
7697,19267,60755,Spartan,60281,"Altus Power America Management, LLC",IPP Non-CHP,County Route 680,North Hanover,Burlington,New Jersey,8562.0,solar,Solar = 8.3 MW,Solar Photovoltaic,8.3,8.3,,,,,,,,,,8.3,,,"EIA-860, EIA-860M and EIA-923",202305,-74.616461,40.047769
7698,19268,60756,Meadow Solar,60281,"Altus Power America Management, LLC",IPP Non-CHP,100 Meadow Road,Boston,Suffolk,Massachusetts,2136.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-71.133341,42.230095
7699,19269,60757,Cedarville CSG,60281,"Altus Power America Management, LLC",IPP Non-CHP,144R Herring Pond Road,Plymouth,Plymouth,Massachusetts,2360.0,solar,Solar = 2.5 MW,Solar Photovoltaic,2.5,2.5,,,,,,,,,,2.5,,,"EIA-860, EIA-860M and EIA-923",202305,-70.549809,41.802697
7700,19270,60759,Freeze Solar,56997,Marina Energy LLC,IPP Non-CHP,473 Ridge Rd,Dayton,Middlesex,New Jersey,8810.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-74.527849,40.376292
7701,19271,60760,PPA Grand,61198,esVolta LP,IPP Non-CHP,16902 Millikan Ave,Irvine,Orange,California,92606.0,batteries,Battery = 2 MW,Batteries,2.0,2.0,2.0,,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-117.833,33.691
7702,19272,60761,"Roper Farm, LLC",64778,"Strata Manager, LLC",IPP Non-CHP,1418 Longbranch Road,Grover,Cleveland,North Carolina,28073.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-81.440717,35.187475
7703,19273,60762,Pfizer Peapack Solar,63069,CVI CleanCapital Solar 5 LLC,IPP Non-CHP,100 Route 206 North,Peapack,Somerset,New Jersey,7934.0,solar,Solar = 6.2 MW,Solar Photovoltaic,6.2,6.2,,,,,,,,,,6.2,,,"EIA-860, EIA-860M and EIA-923",202305,-74.663434,40.711882
7704,19274,60763,Holland Solar,61944,MN8 Energy LLC,IPP Non-CHP,100 Spring Mills Rd,Milford,Hunterdon,New Jersey,8848.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-75.108622,40.599743
